node215	node220	7.546338	12.240351	15.099825	15.756564	10.039977	
node215	node214	14.041727	11.540107	20.639818	10.421358	7.729804	
node215	node219	10.558009	9.908209	15.033120	16.016351	9.629727	
node215	node232	11.665178	12.714227	13.449986	11.810419	9.779715	
node215	node240	2.475971	20.165795	24.362648	12.537524	2.251538	
node215	node230	9.814751	5.365909	22.524136	12.795080	8.229955	
node215	node237	10.283035	4.251656	21.672818	18.413988	2.442282	
node215	node208	6.572086	16.107099	16.517118	17.171096	7.265250	
node215	node223	7.957071	7.090737	21.108400	15.120056	9.400922	
node215	node226	10.020507	13.070185	15.219761	13.165701	11.183292	
node215	node212	12.600382	10.878267	18.289881	19.743569	6.986217	
node215	node209	9.475013	17.186821	22.278840	11.843122	14.435174	
node215	node236	9.598770	17.200424	16.053596	16.790337	16.534444	
node215	node225	11.893047	13.357116	19.630560	14.232879	9.806539	
node215	node234	7.358475	23.035074	15.397467	14.910903	-0.547261	
node215	node207	12.595508	9.709211	21.957112	12.283288	6.324889	
node215	node216	9.103716	15.713570	20.899562	13.337346	10.204576	
node215	node228	10.743839	15.279850	19.508966	15.163735	10.757983	
node215	node239	6.468187	15.603258	22.017279	19.766264	14.573835	
node215	node202	9.873250	11.690504	21.166628	16.781914	7.800455	
node215	node233	5.879023	15.988379	15.773144	15.116185	11.483006	
node215	node211	11.026756	18.451550	25.349971	14.467006	8.160266	
node215	node203	13.570485	15.016465	25.635719	11.413650	10.340122	
node215	node206	13.960632	14.289371	19.989795	10.068283	5.793468	
node215	node227	10.829537	10.194790	21.640663	16.965722	2.616225	
node215	node221	11.976714	12.250596	20.180855	16.540521	8.341472	
node215	node218	8.284587	20.738322	25.615192	12.417995	2.177025	
node215	node217	12.479061	9.361642	30.568735	16.635323	5.294718	
node215	node231	10.180664	9.767039	26.360778	14.311678	9.394932	
node215	node201	14.864754	17.014271	19.886876	15.466808	0.341596	
node215	node213	11.784390	15.114670	21.037877	10.680695	15.189998	
node215	node204	13.734228	12.355380	20.852903	12.475678	5.448026	
node215	node229	8.549352	15.282077	23.587417	14.425780	9.378191	
node215	node210	12.788267	13.052289	22.091673	16.205072	10.519702	
node215	node235	14.325893	15.131646	22.706579	16.818553	16.138509	
node215	node224	10.263406	19.186065	18.866435	15.530268	13.016427	
node215	node205	8.160864	19.832309	23.424306	11.780125	9.952762	
node215	node238	13.277517	19.798311	18.789949	17.155856	18.205693	
node220	node214	17.753107	11.897428	10.719237	6.560507	9.144187	
node220	node219	10.536632	13.884901	13.454162	14.371769	10.470934	
node220	node232	16.841701	12.031694	11.252266	13.099835	13.381354	
node220	node240	12.071367	18.715173	14.691122	12.246469	9.160369	
node220	node230	9.990069	6.275124	15.677388	12.896182	7.186242	
node220	node237	10.576990	9.743592	15.792768	14.811115	4.708392	
node220	node208	15.754325	15.072462	9.799936	17.230122	5.029115	
node220	node223	10.383564	12.763107	16.359551	12.717106	6.615838	
node220	node226	14.954252	10.346212	11.079397	15.702360	13.039880	
node220	node212	15.178561	8.621020	18.646068	14.161553	9.695696	
node220	node209	15.780800	12.333559	17.051591	7.860269	11.743914	
node220	node236	17.172794	17.470571	5.700806	15.938878	12.252866	
node220	node225	16.530078	8.484524	9.627971	16.059580	6.298549	
node220	node234	19.482484	17.480962	12.874968	15.751918	7.243973	
node220	node207	12.404668	6.307865	18.970920	10.767035	12.744433	
node220	node216	11.658419	16.188876	14.379681	15.286382	7.054470	
node220	node228	10.096771	9.706758	13.317627	15.716848	6.224894	
node220	node239	7.585579	13.207706	19.868339	19.395933	8.387432	
node220	node202	15.505821	14.972533	12.818317	19.673083	13.979557	
node220	node233	12.866836	8.203958	9.441581	10.809339	11.730480	
node220	node211	13.842470	18.039892	16.402312	11.683831	6.186807	
node220	node203	15.059457	11.243007	17.846895	13.587581	11.121411	
node220	node206	22.705566	12.430300	13.315133	12.825038	10.554611	
node220	node227	14.634125	16.689345	11.108459	9.960443	6.152999	
node220	node221	19.676102	14.329304	12.868079	12.656147	13.628870	
node220	node218	19.938151	19.052477	14.434796	19.636254	10.209084	
node220	node217	19.179937	10.756773	19.556673	16.631584	5.095367	
node220	node231	14.072282	14.993908	20.938523	16.489045	14.286291	
node220	node201	19.582785	12.393360	15.860494	20.494176	8.988734	
node220	node213	16.091294	21.365200	19.106406	12.402354	9.935199	
node220	node204	17.921165	15.772499	14.680942	14.574538	4.041766	
node220	node229	15.948684	11.219922	14.710629	18.707383	13.184261	
node220	node210	12.345055	22.018186	18.004098	14.559212	8.195936	
node220	node235	15.757286	13.048709	16.287156	14.819348	7.945954	
node220	node224	16.623197	17.629979	14.560205	17.632971	10.342629	
node220	node205	20.793114	16.379785	15.143145	20.365262	11.162829	
node220	node238	23.118567	14.959799	17.258725	13.937700	13.566809	
node214	node219	17.075354	12.673245	11.959694	12.288892	2.724142	
node214	node232	17.038078	16.923793	16.669645	7.941264	6.943543	
node214	node240	11.501821	17.364558	19.638949	6.261100	8.490836	
node214	node230	17.834374	9.952889	20.580866	9.917069	9.324101	
node214	node237	15.836744	12.409865	17.030864	13.266958	9.338466	
node214	node208	14.830190	13.412920	15.941732	8.720532	3.294655	
node214	node223	11.940596	12.962629	22.176396	13.117864	7.498268	
node214	node226	15.622253	13.845782	19.692122	9.059198	8.291372	
node214	node212	16.868693	8.056039	15.009868	12.503793	11.200594	
node214	node209	16.020186	12.019988	16.764660	9.178263	11.826766	
node214	node236	19.634345	17.494273	9.262613	9.919226	17.570597	
